__content_cmd,__content_data_anchor_info_uid,__content_data_anchor_info_uname,__content_data_anchor_info_uface,__content_data_pk_info,__content_data_anchor_lottery,__content_data_timestamp,__content_data_guard_level,__content_data_fans_medal_level,__content_data_msg,__content_data_paid,__content_data_price,__content_data_gift_num,__content_data_gift_name,__content_data_gift_id,__content_data_uface,__content_data_uname,__content_data_uid,__content_data_type,_msg_type,
LIVE_INTERACTIVE_GAME,23920239,小米公司,http://i0.hdslb.com/bfs/face/398e4b6654bbb64d87f645b9b45591e4f959f6ce.jpg,None,None,1640693582,0,0,,True,100,1,小花花,31036,http://i1.hdslb.com/bfs/face/e2ddc2275df94af1cebf7028aa1bdc1bb30e78f4.jpg,工号1001,385956415,1,other,
LIVE_INTERACTIVE_GAME,23920239,小米公司,http://i0.hdslb.com/bfs/face/398e4b6654bbb64d87f645b9b45591e4f959f6ce.jpg,None,None,1640693582,0,0,,True,100,1,小花花,31036,http://i1.hdslb.com/bfs/face/e2ddc2275df94af1cebf7028aa1bdc1bb30e78f4.jpg,工号1001,385956415,1,other,
